Violation;status;TransportationDate;order No;Wave;order_status_name;order_kind;ReasonCode;PickUp;Customer;SAP Route;Route;Shipment;Customer No;udf_sequencenumber;Customer Name;Zipcode;City;TW From;TW Till;ETA;PromisedTime;RCE;Distance;udf_DeleteFromDB
;;09-11;930370;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH063;DKH063;12083581;13300;7;Fakta Langå;8870;Langå;06:00;07:45;06:30;07:15;1.00;37.99;
;;09-11;930160;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH090;DKH090;12083603;50479;12;Dagli' Brugsen Astrup Arden;9510;Arden;00:01;12:00;06:30;11:30;1.00;22.57;
;;09-11;930079;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH151;DKH151;12083593;21574;7;Dagli' Brugsen Nørrehalne;9430;Vadum;00:01;10:50;06:30;10:20;1.52;71.69;
;;09-11;930221;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH014;DKH014;12083609;24631;14;Friskolen I Viborg;8800;Viborg;00:01;12:30;06:30;12:00;0.52;37.40;
;;09-11;930456;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH060;DKH060;12083594;13804;9;Letkøb Silkeborg;8600;Silkeborg;06:30;08:15;06:30;07:45;3.70;78.90;
;;09-11;930058;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH071;DKH071;12083591;25960;7;MENY Vildbjerg;7480;Vildbjerg;00:01;07:15;06:30;06:45;2.52;99.22;
;;09-11;930119;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH031;DKH031;12083596;27381;11;Fakta Ebeltoft;8400;Ebeltoft;00:01;08:00;06:30;07:30;1.52;85.59;
;;09-11;930008;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH070;DKH070;12083586;21076;10;Rema 1000 Hirtshals;9850;Hirtshals;00:01;07:30;06:31;07:00;1.52;121.76;
;;09-11;930447;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH063;DKH063;12083581;14397;8;Rema 1000 Langå;8870;Langå;06:30;08:00;06:31;07:30;1.94;37.96;
;;09-11;930336;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH041;DKH041;12083564;14466;9;Rema 1000 Odinsvej Hjørring;9800;Hjørring;06:00;07:30;06:31;07:00;4.68;105.14;
;;09-11;930331;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH082;DKH082;12083560;14363;7;Rema 1000 Gjellerup;7400;Herning;06:00;08:00;06:31;07:30;2.84;84.63;
;;09-11;930164;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH103;DKH103;12083604;5436;5;Netto Hadsund;9560;Hadsund;00:01;07:15;06:32;06:45;1.42;24.99;
;;09-11;930299;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH100;DKH100;12083583;25970;11;SPAR SKAGEN;9990;Skagen;05:00;08:25;06:33;07:55;3.06;161.93;
;;09-11;929860;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH094;DKH094;12083572;23580;2;Daglibrugsen Visse;9210;Ålborg Sø;00:01;10:30;06:34;10:00;1.00;52.86;
;;09-11;929984;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH131;DKH131;12083584;72747;7;MENY H.C Ørstedsvej Fr.Havn;9900;Frederikshavn;00:01;06:30;06:35;06:00;13.01;119.42;
;;09-11;929756;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH124;DKH124;12083597;14405;7;Rema 1000 Vorup;8900;Randers;00:00;08:30;06:35;08:00;1.52;29.91;
;;09-11;930001;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH030;DKH030;12083585;2679;12;Superbrugsen Beder;8330;Beder;00:01;08:20;06:36;07:50;1.00;78.74;
;;09-11;930222;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH014;DKH014;12083609;26955;15;Vestre Skole;8800;Viborg;00:01;12:30;06:37;12:00;0.52;38.22;
;;09-11;930542;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH120;DKH120;12083578;25697;18;Min  Købmand Lem;7860;Spøttrup;07:00;08:30;06:37;08:00;2.16;66.28;
;;09-11;930420;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH122;DKH122;12083606;74103;12;Netto Randers;8900;Randers C;06:00;08:30;06:38;08:00;1.52;29.56;
;;09-11;930193;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH141;DKH141;12083607;26995;10;Rema 1000 Viborg V Butik 959;8800;Viborg;00:01;08:30;06:38;08:00;2.42;39.23;
;;09-11;930463;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH103;DKH103;12083604;26148;6;SPAR HADSUND;9560;Hadsund;06:30;07:30;06:38;07:00;4.85;24.99;
;;09-11;929848;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH091;DKH091;12083568;2458;10;Superbrugsen Jægergårdsgade;8000;Aarhus C;00:01;08:00;06:38;07:30;1.52;67.98;
;;09-11;929964;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH111;DKH111;12083582;25705;9;Fakta Nykøbing Mors;7900;Nykøbing M;00:01;07:30;06:39;07:00;1.52;82.58;
;;09-11;930405;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH133;DKH133;12083598;21294;5;Fakta Q Ålborg;9000;Ålborg;06:00;08:30;06:39;08:00;1.00;54.22;
;;09-11;930418;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH043;DKH043;12083605;21775;4;Føtex Food Hasseris;9000;Aalborg;06:00;07:50;06:39;07:20;3.46;54.02;
;;09-11;929945;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH143;DKH143;12083580;21965;6;Spar Nors;7700;Thisted;00:01;07:30;06:40;07:00;5.85;103.72;
;;09-11;930455;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH061;DKH061;12083592;25977;12;MENY Klarup;9270;Klarup;06:30;07:30;06:41;07:00;4.84;57.64;
;;09-11;929832;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH101;DKH101;12083566;2991;17;Kvickly Skanderborg;8660;Skanderborg;00:01;08:30;06:41;08:00;1.52;83.07;
;;09-11;930442;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH021;DKH021;12083573;21215;9;Min Købmand Trustrup;8570;Trustrup;06:30;08:15;06:41;07:45;5.08;86.66;
;;09-11;930435;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH110;DKH110;12083562;27630;11;MENY Låsby;8670;Låsby;06:30;07:45;06:42;07:15;2.00;81.06;
;;09-11;930431;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH132;DKH132;12083617;15196;11;Rema 1000 Hornslet;8543;Hornslet;06:15;09:00;06:43;08:30;4.04;59.65;
;;09-11;930223;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH014;DKH014;12083609;24643;16;Viborg Private Realskole;8800;Viborg;00:01;12:30;06:43;12:00;0.52;39.00;
;;09-11;929882;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH130;DKH130;12083574;23581;12;Rema 1000 Ikast Butik 906;7430;Ikast;00:01;07:30;06:44;07:00;3.36;81.23;
;;09-11;930411;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH113;DKH113;12083600;15841;7;Rema 1000-843 Hobro;9500;Hobro;06:00;07:45;06:44;07:15;2.78;2.20;
;;09-11;930638;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH023;DKH023;12083601;23504;6;DagliBrugsen Skødstrup;8541;Skødstrup;07:00;07:30;06:46;07:00;1.91;61.67;
;;09-11;929923;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH121;DKH121;12083577;21318;10;Fakta Sindal;9870;Sindal;00:01;08:20;06:47;07:50;1.52;113.62;
;;09-11;930451;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH051;DKH051;12083587;13424;8;Min Købmand Asp;7600;Struer;06:30;08:00;06:47;07:30;1.52;102.06;
;;09-11;930124;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH124;DKH124;12083597;27367;8;Fakta Kristrup Randers;8960;Randers Sø;00:01;09:00;06:48;08:30;1.42;30.65;
;;09-11;930377;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH100;DKH100;12083583;71732;12;Min Købmand Danevej Skagen;9990;Skagen;06:00;08:25;06:48;07:55;1.52;161.77;
;;09-11;930399;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH031;DKH031;12083596;4538;12;Netto Ebeltoft;8400;Ebeltoft;06:00;07:20;06:48;06:50;1.00;83.41;
;;09-11;929912;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH140;DKH140;12083576;26801;16;Superbrugsen Løkken;9480;Løkken;00:01;07:35;06:49;07:05;1.00;98.13;
;;09-11;930105;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH020;DKH020;12083595;71069;14;Netto Løgstør;9670;Løgstør;00:01;08:00;06:49;07:30;2.42;54.73;
;;09-11;930375;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH111;DKH111;12083582;13303;11;Min Købmand Nykøbing M;7900;Nykøbing Mors;06:00;08:00;06:50;07:30;2.93;82.66;
;;09-11;930310;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH024;DKH024;12083602;60031;5;Føtex Brabrand;8220;Brabrand;05:00;08:15;06:50;07:45;3.52;72.47;
;;09-11;929942;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH144;DKH144;12083579;27370;4;Fakta Gravene Viborg;8800;Viborg;00:01;08:30;06:50;08:00;1.00;37.97;
;;09-11;930026;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH092;DKH092;12083588;21942;8;Superbrugsen Ringkøbing;6950;Ringkøbing;00:01;10:30;06:50;10:00;1.00;132.14;
;;09-11;930421;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH122;DKH122;12083606;23627;13;Lokalbrugsen Gl. Hadsundsvej;8900;Randers;06:00;10:30;06:51;10:00;1.00;28.72;
;;09-11;930225;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH014;DKH014;12083609;24637;18;Rosenvængets Skole;8800;Viborg;00:01;12:30;06:51;12:00;0.52;39.59;
;;09-11;930080;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH151;DKH151;12083593;26104;8;KIWI Vestbjerg 190;9380;Vestbjerg;00:01;08:00;06:52;07:30;7.01;65.98;
;;09-11;929790;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH001;DKH001;12083561;25665;5;SPAR HOLSTEBRO;7500;Holstebro;00:01;08:00;06:52;07:30;2.00;90.75;
;;09-11;929807;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH093;DKH093;12083563;60114;5;Netto Randersvej Aarhus;8200;Aarhus N;00:01;08:10;06:52;07:40;3.26;64.36;
;;09-11;930483;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH110;DKH110;12083562;27049;12;Hos Købmanden;8670;Låsby;07:00;10:30;06:53;10:00;1.00;81.02;
;;09-11;930117;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH031;DKH031;12083596;2246;8;Kvickly Ebeltoft;8400;Ebeltoft;00:01;07:45;06:53;07:15;1.52;85.65;
;;09-11;930452;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH080;DKH080;12083589;13636;14;Letkøb Ramme;7620;Lemvig;06:30;08:30;06:53;08:00;2.16;121.31;
;;09-11;930337;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH041;DKH041;12083564;14631;10;Netto Hjørring;9800;Hjørring;06:00;08:00;06:53;07:30;2.36;105.30;
;;09-11;929687;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH052;DKH052;12083565;21506;4;Kiwi Skovvejen, Århus C. 146;8000;Aarhus C;00:00;07:30;06:54;07:00;2.00;66.33;
;;09-11;930621;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH133;DKH133;12083598;5206;7;Netto Vesterbro Ålborg;9000;Ålborg;07:00;08:00;06:54;07:30;2.84;54.25;
;;09-11;930282;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH102;DKH102;12083567;27576;6;Netto Viby J;8260;Viby J;04:30;07:30;06:55;07:00;2.00;72.49;
;;09-11;930088;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH060;DKH060;12083594;2292;10;LokalBrugsen Århusbakken;8600;Silkeborg;00:01;08:05;06:55;07:35;1.00;79.16;
;;09-11;929801;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH110;DKH110;12083562;15414;13;Fakta Galten;8464;Galten;00:01;08:15;06:57;07:45;2.00;75.56;
;;09-11;930329;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH141;DKH141;12083607;21948;11;Min Købmand Tulipanvej Viborg;8800;Viborg;05:45;08:30;06:57;08:00;4.08;39.30;
;;09-11;930226;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH014;DKH014;12083609;24640;19;Søndre Skole;8800;Viborg;00:01;12:30;06:58;12:00;0.52;41.40;
;;09-11;930049;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH050;DKH050;12083590;52119;9;SPAR BEDSTED THY;7755;Bedsted Thy;00:01;07:00;06:58;06:30;8.93;114.03;
;;09-11;930663;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH040;DKH040;12083608;21489;15;Kiwi Dronninglund 158;9330;Dronninglund;07:00;08:00;06:58;07:30;5.09;84.14;
;;09-11;930174;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH043;DKH043;12083605;23596;5;Fakta Hasseris;9000;Ålborg;00:01;09:30;06:59;09:00;1.00;53.83;
;;09-11;930575;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH070;DKH070;12083586;27350;11;Fakta Hirtshals;9850;Hirtshals;07:00;07:40;06:59;07:10;1.52;121.69;
;;09-11;930250;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH083;DKH083;12083619;73866;6;Netto Herning;7400;Herning;00:01;08:00;06:59;07:30;2.00;86.86;
;;09-11;930165;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH103;DKH103;12083604;17049;7;Fakta Hadsund;9560;Hadsund;00:01;07:50;07:00;07:20;1.52;24.91;
;;09-11;930634;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH113;DKH113;12083600;21914;9;Min Købmand Hobro;9500;Hobro;07:00;08:05;07:00;07:35;3.93;1.74;
;;09-11;930662;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH122;DKH122;12083606;27212;16;Netto Rådmands Boulevard Randers;8900;Randers;07:00;08:45;07:00;08:15;2.00;26.96;
;;09-11;930144;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH023;DKH023;12083601;21527;7;Kiwi Løgten 139;8541;Skødstrup;00:01;08:05;07:00;07:35;2.00;61.58;
;;09-11;930509;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH101;DKH101;12083566;4546;19;Netto Skanderborg;8660;Skanderborg;07:00;09:00;07:01;08:30;1.94;86.31;
;;09-11;930564;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH100;DKH100;12083583;21437;18;Rema 1000 Skagen;9990;Skagen;07:00;09:30;07:01;09:00;2.72;160.13;
;;09-11;929953;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH063;DKH063;12083581;13378;3;Min Købmand Ulstrup;8860;Ulstrup;00:01;08:30;07:01;08:00;1.00;42.57;
;;09-11;929784;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH082;DKH082;12083560;5135;8;Superbrugsen Hammerum;7400;Herning;00:01;08:30;07:02;08:00;1.00;87.60;
;;09-11;930527;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH094;DKH094;12083572;5211;3;Netto Vissevej;9210;Ålborg Sø;07:00;09:30;07:02;09:00;2.84;51.77;
;;09-11;930470;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH121;DKH121;12083577;23448;11;Superbrugsen Sindal;9870;Sindal;06:45;07:55;07:02;07:25;1.04;113.90;
;;09-11;930543;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH144;DKH144;12083579;26472;5;KIWI Viborg 194;8800;Viborg;07:00;09:30;07:03;09:00;3.83;36.86;
;;09-11;929791;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH001;DKH001;12083561;52201;6;MENY Holstebro;7500;Holstebro;00:01;08:30;07:04;08:00;4.00;92.15;
;;09-11;930537;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH112;DKH112;12083575;22568;11;Netto Harlev;8462;Harlev J;07:00;08:25;07:04;07:55;2.42;68.62;
;;09-11;929737;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH094;DKH094;12083572;14418;4;Rema 1000 Gug;9210;Ålborg Sø;00:00;08:45;07:04;08:15;2.00;52.01;
;;09-11;930027;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH092;DKH092;12083588;22906;9;Fakta Ringkøbing;6950;Ringkøbing;00:01;09:00;07:05;08:30;1.00;134.58;
;;09-11;930242;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH123;DKH123;12083618;24651;3;Rema 1000 Silkeborg Butik 927;8600;Silkeborg;00:01;10:00;07:05;09:30;2.68;77.55;
;;09-11;929883;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH130;DKH130;12083574;14428;13;Fakta Industrivej Ikast;7430;Ikast;00:01;09:20;07:05;08:50;1.00;81.26;
;;09-11;930514;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH102;DKH102;12083567;27324;8;Fakta Vestergårdsvej Viby J;8260;Viby J;07:00;09:30;07:05;09:00;1.00;72.70;
;;09-11;930104;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH020;DKH020;12083595;26800;13;Superbrugsen Løgstør;9670;Løgstør;00:01;07:45;07:05;07:15;0.52;54.84;
;;09-11;929802;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH110;DKH110;12083562;2302;14;Superbrugsen Galten;8464;Galten;00:01;08:25;07:06;07:55;1.52;75.59;
;;09-11;930616;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH124;DKH124;12083597;21839;9;Spar Kristrup;8960;Randers Sø;07:00;08:30;07:07;08:00;1.00;31.32;
;;09-11;930601;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH060;DKH060;12083594;25963;14;MENY Borgergade Silkeborg;8600;Silkeborg;07:00;08:30;07:07;08:00;3.93;78.36;
;;09-11;930259;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH024;DKH024;12083602;12782;7;Fakta Århus;8210;Aarhus V;01:00;10:00;07:08;09:30;2.00;68.08;
;;09-11;930580;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH092;DKH092;12083588;21625;10;Kvickly Ringkøbing;6950;Ringkøbing;07:00;09:30;07:08;09:00;2.52;134.58;
;;09-11;930653;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH043;DKH043;12083605;13956;6;Netto Hasseris;9000;Ålborg;07:00;08:30;07:08;08:00;2.36;52.96;
;;09-11;930595;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH061;DKH061;12083592;20910;13;Fakta Gistrup;9260;Gistrup;07:00;09:30;07:08;09:00;1.00;56.71;
;;09-11;930572;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH030;DKH030;12083585;60965;13;Netto Beder;8330;Beder;06:00;09:05;07:08;08:35;1.94;79.01;
;;09-11;929934;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH120;DKH120;12083578;11762;19;Spar Jebjerg;7870;Roslev;00:01;09:30;07:08;09:00;6.01;57.56;
;;09-11;930520;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH091;DKH091;12083568;13295;11;Netto Jægergårdsgade Århus;8000;Aarhus C;07:00;09:10;07:08;08:40;2.78;68.42;
;;09-11;930473;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH111;DKH111;12083582;21251;12;Løvbjerg Nykøbing Mors;7900;Nykøbing M;06:50;08:00;07:09;07:30;5.10;81.97;
;;09-11;929808;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH093;DKH093;12083563;15918;6;Fakta Århus Norges Allé;8200;Aarhus N;00:01;08:30;07:09;08:00;2.00;64.39;
;;09-11;930508;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH101;DKH101;12083566;25563;18;Føtex Skanderborg;8660;Skanderborg;07:00;07:30;07:10;07:00;5.04;86.30;
;;09-11;929818;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH052;DKH052;12083565;50427;5;Superbrugsen Vesterbrotorv;8000;Aarhus C;00:01;07:30;07:10;07:00;2.00;66.68;
;;09-11;930576;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH070;DKH070;12083586;26796;12;Superbrugsen Hirtshals;9850;Hirtshals;07:00;08:05;07:11;07:35;1.04;121.83;
;;09-11;930422;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH122;DKH122;12083606;23693;17;Min Købmand Randers NV;8920;Randers Nv;06:00;09:30;07:12;09:00;1.00;26.09;
;;09-11;930033;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH080;DKH051;12083587;21411;1;Spar Humlum;7600;Struer;00:01;07:30;07:12;07:00;4.60;101.74;
;;09-11;929764;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH014;DKH014;12083609;24635;20;Møllehøjskolen;8800;Viborg;00:00;12:00;07:12;23:59;0.52;38.33;
;;09-11;930445;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH121;DKH121;12083577;83189;12;Min Købmand  Sindal;9870;Sindal;06:30;08:10;07:13;07:40;1.52;114.22;
;;09-11;2046961503;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH080;DKH080;12083589;5058;;Dagli' Brugsen Bøvling;7650;Bøvlingbjerg;00:01;08:30;07:13;08:00;1.00;120.65;
;;09-11;930406;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH133;DKH133;12083598;60091;9;Føtex Aalborg;9000;Aalborg;06:00;08:30;07:14;08:00;5.81;54.27;
;;09-11;930495;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH041;DKH041;12083564;21339;11;Kvickly Metropol Hjørring;9800;Hjørring;07:00;08:15;07:15;07:45;2.00;107.63;
;;09-11;930125;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH124;DKH124;12083597;25722;10;Rema 1000 Kristrup Butik 943;8960;Randers Sø;00:01;09:30;07:15;09:00;3.00;31.32;
;;09-11;930314;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH042;DKH042;12083616;60089;8;Bilka Skalborg;9200;Aalborg Sv;05:00;07:20;07:15;06:50;21.22;48.08;
;;09-11;930059;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH071;DKH071;12083591;52530;8;Spar Ørnhøj;6973;Ørnhøj;00:01;07:30;07:16;07:00;1.52;107.63;
;;09-11;930137;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH113;DKH113;12083600;21520;10;Kiwi Hobro 114;9500;Hobro;00:01;09:30;07:16;09:00;2.00;2.60;
;;09-11;929871;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH021;DKH021;12083573;60880;10;MENY Grenå;8500;Grenå;00:01;07:45;07:17;07:15;2.42;86.94;
;;09-11;930081;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH151;DKH151;12083593;26959;9;Fakta Vestbjerg;9380;Vestbjerg;00:01;08:30;07:17;08:00;1.00;65.92;
;;09-11;930251;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH083;DKH083;12083619;16681;7;Rema 1000 Snejbjerg;7400;Herning;00:01;08:35;07:18;08:05;2.84;95.79;
;;09-11;929946;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH143;DKH143;12083580;25887;7;Fakta Hanstholm;7730;Hanstholm;00:01;08:00;07:18;07:30;1.52;109.62;
;;09-11;929861;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH094;DKH094;12083572;25701;5;KIWI Aalborg, Gug 182;9210;Aalborg;00:01;08:30;07:18;08:00;2.00;54.05;
;;09-11;930240;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH132;DKH132;12083617;25839;12;Superbrugsen Hornslet;8543;Hornslet;00:01;10:30;07:18;10:00;1.91;60.87;
;;09-11;930436;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH110;DKH110;12083562;4560;15;Netto Galten;8464;Galten;06:30;08:35;07:20;08:05;1.84;76.08;
;;09-11;930449;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH100;DKH100;12083583;3223;14;Netto Skagen;9990;Skagen;06:30;08:55;07:20;08:25;1.52;161.55;
;;09-11;930647;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH024;DKH024;12083602;25879;8;Fakta Frydenlund PÅ KØL;8210;Århus V;07:00;10:30;07:20;10:00;1.52;67.47;
;;09-11;929914;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH140;DKH140;12083576;13920;18;Spar Kås;9490;Pandrup;00:01;09:30;07:21;09:00;1.52;78.66;
;;09-11;930416;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH103;DKH103;12083604;71997;8;MENY, Als;9560;Hadsund;06:00;08:20;07:21;07:50;1.42;36.80;
;;09-11;929954;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH063;DKH063;12083581;2778;4;Dagli' Brugsen Ulstrup;8860;Ulstrup;00:01;08:30;07:22;08:00;2.00;42.47;
;;09-11;929681;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH001;DKH001;12083561;27641;8;Rema 1000 Holstebro III Butik 981;7500;Holstebro;00:00;09:00;07:22;08:30;1.94;92.15;
;;09-11;929746;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH063;DKH063;12083581;24571;5;Ulstrup Skole;8860;Ulstrup;00:00;12:00;07:22;23:59;0.52;43.00;
;;09-11;929745;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH144;DKH144;12083579;14396;6;Rema 1000 Farvervej Viborg;8800;Viborg;00:00;09:00;07:22;08:30;4.94;37.01;
;;09-11;930639;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH023;DKH023;12083601;21808;9;Superbrugsen Løgten;8541;Skødstrup;07:00;08:35;07:23;08:05;1.52;61.23;
;;09-11;930268;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH041;DKH041;12083564;23151;12;Føtex Hjørring;9800;Hjørring;04:00;08:05;07:23;07:35;5.72;108.01;
;;09-11;930339;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH052;DKH052;12083565;25903;6;KIWI Vesterbro Torv, Aarhus 189;8000;Århus C;06:00;08:30;07:23;08:00;2.94;66.59;
